37.9833,23.7333
37.4504,24.9333
38.23,21.73
38.899,22.434
37.5091,22.3794
39.1104,26.5546
35.5122,24.0156
35.2004,26.0986
41.086,23.5497
35.325,25.1305
40.381,23.453
40.6961,22.885
41.1418,24.8836
39.6154,19.9147
40.9412,24.4018
40.3007,21.789
40.8486,25.8744
40.2723,22.5025
39.6679,20.8509
39.37,22.95
39.6304,22.42
37.95,23.7
38.6218,21.4077
37.6837,21.45
38.464,23.6124
37.0737,22.4297
37.0389,22.1142
38.3681,26.1358
36.4412,28.2225
36.8937,27.2888
42.4822,20.7458
42.2139,20.7397
42.9144,20.6897
42.5781,21.5803
42.3214,21.3583
42.2394,21.0272
42.4331,21.0397
42.8231,20.9675
42.0265,20.6533
42.9111,21.1899
42.6639,21.0961
42.2319,21.2594
42.6217,20.5778
43.1039,20.8028
42.66,20.2922
42.3994,20.6547
42.4689,21.4633
42.5217,21.1258
42.6869,21.0703
42.3803,20.4308
42.6666,21.1724
42.5378,20.2911
42.7808,20.4875
42.15,21.2967
42.4758,20.2772
42.3714,21.3744
42.3308,20.7269
42.4019,21.4336
42.4922,21.5989
42.3706,21.1553
42.9075,20.8403
42.3586,20.825
42.6283,20.8939
42.8833,20.8667
42.7467,20.7886
42.6178,21.4197
42.6011,21.1958
78.2167,15.6333
15.3547,44.2066
15.421,45.334
14.704,43.599
15.6917,43.6021
13.9759,44.1709
14.7979,42.953
13.0582,44.8838
15.4701,43.5448
13.6045,44.0394
16.9398,43.8498
14.5575,44.3875
15.6594,43.9439
13.6957,44.7314
15.943,48.7873
13.979,45.574
13.1287,45.3807
14.4295,44.8341
14.55,46.8
16.2394,52.1638
15.2105,51.2454
14.5412,49.1259
16.1641,44.7769
14.1951,43.3155
12.7797,45.0095
12.6519,54.0239
14.7593,49.6092
-12.7871,45.275
-25.7069,28.2294
-24.1996,29.5
-26.6996,27.1
-32.3,24.54
-25.65,27.24
-28.6996,26.47
-27.76,30.79
-26.6496,27.96
-25.6296,27.78
-28.2196,28.3
-27.5661,32.0833
-23.89,29.45
-29.6667,17.8833
-22.95,30.48
-29.61,30.39
-29.1329,19.3834
-30.9496,22.1333
-27.66,27.21
-28.6083,16.5033
-27.6496,25.59
-34.4096,19.2299
-26.4696,29.45
-28.46,21.23
-23.8195,30.17
-31.6166,18.7333
-22.34,30.03
-28.7468,24.77
-29.865,30.98
-26.88,26.62
-27.97,26.73
-30.65,24
-29.6595,22.73
-33.01,17.93
-31.5,25.01
-31.6279,29.5283
-27.3596,29.89
-28.3296,31.41
-32.3496,22.57
-25.4096,31.94
-25.4745,30.9703
-26.9395,29.24
-26.17,28.03
-27.4496,23.42
-33.6996,18.96
-33.64,19.4399
-30.7195,25.1
-31.58,28.79
-30.6896,26.71
-25.7596,29.47
-26.2696,28.43
-26.1496,28.3299
-30.7195,30.46
-33.58,22.19
-33.97,25.6
-33.5995,26.88
-32.97,27.87
-34.17,22.13
-26.96,24.73
-33.7596,25.39
-32.87,27.39
-34.0329,23.0333
-31.8996,26.88
-32.1995,25.61
-34.5295,20.03
-34.0196,20.43
-28.5495,29.78
-33.95,22.45
-33.2996,26.52
-25.83,25.61
-25.8652,25.6442
-29.12,26.2299
-33.92,18.435
-13.54,23.1099
-12.1796,26.4
-15.4166,28.2833
-14.7796,24.8
-13.6296,32.64
-16.1196,23.27
-17.4695,24.3
-12.3696,27.82
-12.5396,27.85
-13.4596,25.82
-12.81,28.22
-12.55,28.26
-9.3496,28.73
-15.86,27.76
-14.3896,23.24
-15.78,28.18
-12.2895,33.17
-11.2,28.89
-11.7396,24.44
-14.9796,27.07
-14.9896,22.68
-14.5495,30.81
-13.9696,28.66
-14.44,28.45
-12.9999,28.65
-10.1996,31.1799
-8.84,31.37
-9.7795,29.08
-13.1333,28.4
-15.2796,23.12
-11.83,31.46
-10.5496,32.06
-17.86,25.86
-16.8095,26.97
-20.4795,27.82
-16.5296,28.8
-18.37,26.5
-21.0496,31.66
-17.5196,30.97
-20.3296,30.05
-17.3196,31.57
-17.8178,31.0447
-18.9296,29.8
-18.33,29.9099
-20.9396,29.01
-17.3596,30.18
-22.2096,29.99
-18.97,32.65
-19.45,29.82
-16.8196,29.68
-20.0596,30.82
-20.17,28.58
-17.9296,25.84
-18,31.1
47.6482,53.3265
43.3004,52.8
42.9,71.365
42.32,69.595
51.2711,51.335
46.8532,74.9502
47.4752,84.8598
42.9153,73.2549
51.7502,71.7099
49.6999,83.4249
50.1915,51.1449
50.3554,83.5149
51.6324,69.8328
51.8219,68.3477
51.1714,53.0349
50.6316,81.905
48.6903,71.6499
52.9527,63.13
47.6714,51.5798
44.5171,50.2666
52.458,64.6
49.4731,57.4449
50.2699,58.45
49.9032,57.335
48.8268,58.1442
45.2653,77.97
44.9387,74.0303
49.4276,46.8772
51.957,66.3775
51.1021,66.3075
46.1195,73.6191
49.626,63.499
45.4203,79.9149
50.2418,66.8976
47.8363,59.6141
44.167,66.75
48.6917,55.874
47.78,67.77
43.6905,51.1417
45.4877,64.078
45.1834,55.1
45.7628,62.1075
46.8,61.6666
47.9647,80.4297
47.1002,81.6048
43.8844,77.0687
43.3691,77.4438
43.3016,68.2549
43.1854,70.46
52.4999,78.1499
53.2209,63.6283
53.0804,76.09
53.6368,72.3414
54.9053,70.44
43.5421,79.4703
44.8,65.465
49.885,73.115
53.3453,75.4499
53.8481,69.7638
42.9204,72.705
43.5953,73.7448
43.5165,68.5199
49.99,82.6149
43.6232,51.2365
45,78.4
51.1811,71.4278
50.28,57.17
53.3,69.42
54.88,69.22
52.3,76.95
43.5346,75.2139
43.325,76.915
52.4997,73.0997
42.4369,68.8048
42.1899,69.8799
52.4502,71.9597
50.065,72.965
52.6404,70.41
50.5799,72.5699
49.4249,75.4649
51.73,75.3199
49.7453,84.2548
53.7506,62.0502
45.6914,63.2413
51.6303,73.1049
48.0253,70.7999
52.698,62.5749
49.6003,81.0549
50.435,80.275
43.3341,76.8288
52.193,61.2399
48.2749,72.8599
44.1616,79.9801
46.9833,54.0165
47.0666,51.8666
47.1127,51.92
19.3337,103.3666
19.45,103.2167
17.9667,102.6
20.2775,100.4128
18.4957,102.4142
20.95,101.4167
21.6833,102.1
17.4112,104.8361
18.3826,103.6586
19.8845,102.1416
19.2505,101.7501
16.5376,104.773
15.4171,106.6946
15.1221,105.8183
14.808,106.839
20.4167,104.0333
20.6923,101.9847
15.716,106.427
14.8833,105.8667
33.872,35.5097
33.8501,35.9042
34.0058,36.2181
33.8333,35.5333
34.5428,36.0797
33.563,35.3688
33.3833,35.45
34.42,35.87
14.002,-61
47.2197,9.5113
47.1182,9.5444
47.1661,9.5096
47.2408,9.5247
47.2205,9.5426
47.2109,9.5216
47.1101,9.524
47.0667,9.5025
47.1337,9.5167
47.1844,9.5436
47.2325,9.5463
6.932,79.8578
6.693,80.386
5.949,80.5428
6.9,79.95
6.7804,79.88
8.35,80.3833
6.03,80.24
8.033,79.826
7.28,80.67
6.9837,81.0499
8.569,81.233
9.4004,80.3999
7.717,81.7
9.675,80.005
7.0667,-10.4875
8.4167,-9.75
6.7533,-11.3686
5.9161,-10.0525
6.3106,-10.8048
6.8706,-10.8211
5.8811,-10.0447
6.0704,-8.13
4.8,-8.1667
5.465,-9.578
5.1974,-7.8758
7.0104,-9.49
6.526,-10.349
7.371,-8.685
5.0111,-9.0388
6.4333,-10.6
4.3754,-7.717
-29.3167,27.4833
-29.291,29.078
-29.522,28.6084
-30.411,27.716
-30.1154,28.6894
-29.8166,27.25
-28.878,28.056
-29.153,27.753
-30.159,27.48
-28.75,28.25
55.7204,21.1199
55.9203,21.071
55.3086,20.9965
55.8888,21.2445
55.2522,22.2897
55.3453,21.4733
55.7271,21.9234
55.9077,21.8456
55.4898,22.1869
55.5968,26.4398
55.7322,26.2512
55.3406,26.1605
55.4976,25.5992
55.133,26.1595
55.9587,25.5947
55.2247,25.4169
54.3086,25.3868
54.6834,25.3166
55.8401,24.9803
54.6399,24.936
56.1986,24.7521
55.5246,25.1066
55.9831,22.2343
55.6301,22.9349
54.5599,23.3541
54.2333,23.5147
54.9534,23.0478
55.8111,23.5411
55.9386,23.325
54.6048,24.0311
54.0157,23.987
55.2878,23.9727
54.3964,24.0414
54.636,23.9458
54.7863,24.6626
54.9504,23.88
55.0801,24.2754
54.8653,24.4682
55.74,24.37
56.2394,23.6154
54.7497,23.495
54.648,23.0305
56.0625,24.3997
55.9789,23.8551
55.3797,23.1239
55.1379,21.9138
55.0756,22.7642
54.4172,23.2283
55.044,24.9545
56.2706,21.5321
56.3122,22.3265
56.25,22.75
55.2494,24.7636
54.2155,24.5754
49.645,5.9908
49.4958,5.9806
49.545,6.3669
49.8056,6.4222
49.7489,6.1061
49.7656,5.8908
49.935,6.2089
49.9689,5.9319
50.0547,6.0314
49.8833,6.1667
49.7,6.3333
49.6117,6.13
56.6833,22.0167
55.88,26.51
56.4833,25.85
56.1333,27.0167
56.7225,24.805
56.6667,22.5
56.6864,23.7878
56.7,22.5333
56.6527,23.7128
56.4167,24
56.625,23.2786
56.5986,24.2022
56.7325,23.0136
56.4667,22.8833
56.9669,23.1553
56.4781,23.3867
57.7531,24.359
57.3899,21.5606
57.505,22.3504
56.6132,25.0832
56.2044,25.3077
56.9801,21.564
56.969,21.968
